0	0	0
0	0.0990099	9.80296
0	0.19802	19.4099
0	0.29703	28.8207
0	0.39604	38.0355
0	0.49505	47.0542
0	0.594059	55.8769
0	0.693069	64.5035
0	0.792079	72.934
0	0.891089	81.1685
0	0.990099	89.2069
0	1.08911	97.0493
0	1.18812	104.696
0	1.28713	112.146
0	1.38614	119.4
0	1.48515	126.458
0	1.58416	133.32
0	1.68317	139.986
0	1.78218	146.456
0	1.88119	152.73
0	1.9802	158.808
0	2.07921	164.69
0	2.17822	170.375
0	2.27723	175.865
0	2.37624	181.159
0	2.47525	186.256
0	2.57426	191.158
0	2.67327	195.863
0	2.77228	200.373
0	2.87129	204.686
0	2.9703	208.803
0	3.06931	212.724
0	3.16832	216.449
0	3.26733	219.978
0	3.36634	223.311
0	3.46535	226.448
0	3.56436	229.389
0	3.66337	232.134
0	3.76238	234.683
0	3.86139	237.036
0	3.9604	239.192
0	4.05941	241.153
0	4.15842	242.917
0	4.25743	244.486
0	4.35644	245.858
0	4.45545	247.035
0	4.55446	248.015
0	4.65347	248.799
0	4.75248	249.387
0	4.85149	249.779
0	4.9505	249.975
0	5.0495	249.975
0	5.14851	249.779
0	5.24752	249.387
0	5.34653	248.799
0	5.44554	248.015
0	5.54455	247.035
0	5.64356	245.858
0	5.74257	244.486
0	5.84158	242.917
0	5.94059	241.153
0	6.0396	239.192
0	6.13861	237.036
0	6.23762	234.683
0	6.33663	232.134
0	6.43564	229.389
0	6.53465	226.448
0	6.63366	223.311
0	6.73267	219.978
0	6.83168	216.449
0	6.93069	212.724
0	7.0297	208.803
0	7.12871	204.686
0	7.22772	200.373
0	7.32673	195.863
0	7.42574	191.158
0	7.52475	186.256
0	7.62376	181.159
0	7.72277	175.865
0	7.82178	170.375
0	7.92079	164.69
0	8.0198	158.808
0	8.11881	152.73
0	8.21782	146.456
0	8.31683	139.986
0	8.41584	133.32
0	8.51485	126.458
0	8.61386	119.4
0	8.71287	112.146
0	8.81188	104.696
0	8.91089	97.0493
0	9.0099	89.2069
0	9.10891	81.1685
0	9.20792	72.934
0	9.30693	64.5035
0	9.40594	55.8769
0	9.50495	47.0542
0	9.60396	38.0355
0	9.70297	28.8207
0	9.80198	19.4099
0	0	0
0.0990099	0	0
0.0990099	0.0990099	9.13832
0.0990099	0.19802	18.1787
0.0990099	0.29703	27.0826
0.0990099	0.39604	35.8319
0.0990099	0.49505	44.4166
0.0990099	0.594059	52.8309
0.0990099	0.693069	61.0706
0.0990099	0.792079	69.133
0.0990099	0.891089	77.0158
0.0990099	0.990099	84.7176
0.0990099	1.08911	92.2371
0.0990099	1.18812	99.5731
0.0990099	1.28713	106.725
0.0990099	1.38614	113.692
0.0990099	1.48515	120.473
0.0990099	1.58416	127.069
0.0990099	1.68317	133.478
0.0990099	1.78218	139.701
0.0990099	1.88119	145.736
0.0990099	1.9802	151.585
0.0990099	2.07921	157.245
0.0990099	2.17822	162.719
0.0990099	2.27723	168.004
0.0990099	2.37624	173.101
0.0990099	2.47525	178.01
0.0990099	2.57426	182.731
0.0990099	2.67327	187.264
0.0990099	2.77228	191.608
0.0990099	2.87129	195.764
0.0990099	2.9703	199.731
